,ABZLGW,,ABZ,LGW
,LTNZRH,,LTN,ZRH
,LXRLGW,,LXR,LGW
,LYSAGA,,LYS,AGA
,LYSAJA,,LYS,AJA
,LYSBCN,,LYS,BCN
,LYSBES,,LYS,BES
,LYSBIA,,LYS,BIA
,LYSBOD,,LYS,BOD
,LYSBRU,,LYS,BRU
,LYSCMN,,LYS,CMN
,LYSEDI,,LYS,EDI
,LYSFCO,,LYS,FCO
,LYSLGW,,LYS,LGW
,LYSLIS,,LYS,LIS
,LYSMAD,,LYS,MAD
,LYSMXP,,LYS,MXP
,LYSNCE,,LYS,NCE
,LYSNTE,,LYS,NTE
,LYSOPO,,LYS,OPO
,LYSPRG,,LYS,PRG
,LYSRAK,,LYS,RAK
,LYSSTN,,LYS,STN
,LYSSXF,,LYS,SXF
,LYSTLS,,LYS,TLS
,LYSVCE,,LYS,VCE
,MADAMS,,MAD,AMS
,MADBIO,,MAD,BIO
,MADBOD,,MAD,BOD
,MADBRS,,MAD,BRS
,MADBSL,,MAD,BSL
,MADCDG,,MAD,CDG
,MADCPH,,MAD,CPH
,MADEDI,,MAD,EDI
,MADFCO,,MAD,FCO
,MADGVA,,MAD,GVA
,MADLCG,,MAD,LCG
,MADLGW,,MAD,LGW
,MADLIS,,MAD,LIS
,MADLPL,,MAD,LPL
,MADLTN,,MAD,LTN
,MADLYS,,MAD,LYS
,MADMXP,,MAD,MXP
,MADNAP,,MAD,NAP
,MADSXF,,MAD,SXF
,MADTLS,,MAD,TLS
,MADVCE,,MAD,VCE
,MAHLGW,,MAH,LGW
,MANAGP,,MAN,AGP
,MANALC,,MAN,ALC
,MANAMS,,MAN,AMS
,MANATH,,MAN,ATH
,MANBFS,,MAN,BFS
,MANBIO,,MAN,BIO
,MANBSL,,MAN,BSL
,MANCFU,,MAN,CFU
,MANCPH,,MAN,CPH
,MANDLM,,MAN,DLM
,MANGVA,,MAN,GVA
,MANHAM,,MAN,HAM
,MANHER,,MAN,HER
,MANMLA,,MAN,MLA
,MANMUC,,MAN,MUC
,MANPFO,,MAN,PFO
,MANPMI,,MAN,PMI
,MANRAK,,MAN,RAK
,MANSOF,,MAN,SOF
,MANSSH,,MAN,SSH
,MANSXF,,MAN,SXF
,MANTFS,,MAN,TFS
,MJVBRS,,MJV,BRS
,MJVLGW,,MJV,LGW
,MLABFS,,MLA,BFS
,MLALGW,,MLA,LGW
,MLALPL,,MLA,LPL
,MLAMAN,,MLA,MAN
,MLANCL,,MLA,NCL
,MPLLGW,,MPL,LGW
,MPLLTN,,MPL,LTN
,MRSLGW,,MRS,LGW
,MUCEDI,,MUC,EDI
,MUCLGW,,MUC,LGW
,MUCMAN,,MUC,MAN
,MUCSTN,,MUC,STN
,MXPAGP,,MXP,AGP
,MXPAHO,,MXP,AHO
,MXPAMS,,MXP,AMS
,MXPATH,,MXP,ATH
,MXPBCN,,MXP,BCN
,MXPBDS,,MXP,BDS
,MXPBOD,,MXP,BOD
,MXPBRI,,MXP,BRI
,MXPBRU,,MXP,BRU
,MXPCAG,,MXP,CAG
,MXPCDG,,MXP,CDG
,MXPCMN,,MXP,CMN
,MXPCPH,,MXP,CPH
,MXPCTA,,MXP,CTA
,MXPEDI,,MXP,EDI
,MXPFCO,,MXP,FCO
,MXPHER,,MXP,HER
,MXPLGW,,MXP,LGW
,MXPLIS,,MXP,LIS
,MXPLTN,,MXP,LTN
,MXPLYS,,MXP,LYS
,MXPMAD,,MXP,MAD
,MXPNAP,,MXP,NAP
,MXPOLB,,MXP,OLB
,MXPOPO,,MXP,OPO
,MXPPMI,,MXP,PMI
,MXPPMO,,MXP,PMO
,MXPPRG,,MXP,PRG
,MXPRAK,,MXP,RAK
,MXPSKG,,MXP,SKG
,MXPSUF,,MXP,SUF
,MXPSXF,,MXP,SXF
,MXPTLS,,MXP,TLS
,NAPBRS,,NAP,BRS
,NAPBSL,,NAP,BSL
,NAPEDI,,NAP,EDI
,NAPGVA,,NAP,GVA
,NAPLGW,,NAP,LGW
,NAPLPL,,NAP,LPL
,NAPMAD,,NAP,MAD
,NAPMXP,,NAP,MXP
,NAPNCE,,NAP,NCE
,NAPORY,,NAP,ORY
,NAPSTN,,NAP,STN
,NAPSXF,,NAP,SXF
,NAPVCE,,NAP,VCE
,NCEBCN,,NCE,BCN
,NCEBOD,,NCE,BOD
,NCEBRS,,NCE,BRS
,NCEBRU,,NCE,BRU
,NCEBSL,,NCE,BSL
,NCECDG,,NCE,CDG
,NCEEDI,,NCE,EDI
,NCEFCO,,NCE,FCO
,NCEGVA,,NCE,GVA
,NCELGW,,NCE,LGW
,NCELIL,,NCE,LIL
,NCELPL,,NCE,LPL
,NCELTN,,NCE,LTN
,NCELYS,,NCE,LYS
,NCENAP,,NCE,NAP
,NCENCL,,NCE,NCL
,NCENTE,,NCE,NTE
,NCEORY,,NCE,ORY
,NCESTN,,NCE,STN
,NCESXF,,NCE,SXF
,NCETLS,,NCE,TLS
,NCEVCE,,NCE,VCE
,NCLAGP,,NCL,AGP
,NCLALC,,NCL,ALC
,NCLBCN,,NCL,BCN
,NCLBFS,,NCL,BFS
,NCLBRS,,NCL,BRS
,NCLCDG,,NCL,CDG
,NCLFAO,,NCL,FAO
,NCLMLA,,NCL,MLA
,NCLNCE,,NCL,NCE
,NCLPMI,,NCL,PMI
,NTEBSL,,NTE,BSL
,NTEGVA,,NTE,GVA
,NTELYS,,NTE,LYS
,NTENCE,,NTE,NCE
,NTETLS,,NTE,TLS
,OLBBSL,,OLB,BSL
,OLBGVA,,OLB,GVA
,OLBLGW,,OLB,LGW
,OLBMXP,,OLB,MXP
,OLBSXF,,OLB,SXF
,OPOBSL,,OPO,BSL
,OPOCDG,,OPO,CDG
,OPOGVA,,OPO,GVA
,OPOLGW,,OPO,LGW
,OPOLYS,,OPO,LYS
,OPOMXP,,OPO,MXP
,OPOTLS,,OPO,TLS
,ORYATH,,ORY,ATH
,ORYFAO,,ORY,FAO
,ORYFCO,,ORY,FCO
,ORYGVA,,ORY,GVA
,ORYLIN,,ORY,LIN
,ORYNAP,,ORY,NAP
,ORYNCE,,ORY,NCE
,ORYPSA,,ORY,PSA
,ORYSXF,,ORY,SXF
,ORYTLS,,ORY,TLS
,ORYVCE,,ORY,VCE
,OVDGVA,,OVD,GVA
,OVDLIS,,OVD,LIS
,OVDSTN,,OVD,STN
,PFOBRS,,PFO,BRS
,PFOEDI,,PFO,EDI
,PFOLGW,,PFO,LGW
,PFOLTN,,PFO,LTN
,PFOMAN,,PFO,MAN
,PMIBFS,,PMI,BFS
,PMIBRS,,PMI,BRS
,PMIBSL,,PMI,BSL
,PMIDTM,,PMI,DTM
,PMIEDI,,PMI,EDI
,PMIGLA,,PMI,GLA
,PMIGVA,,PMI,GVA
,PMILGW,,PMI,LGW
,PMILPL,,PMI,LPL
,PMILTN,,PMI,LTN
,PMIMAN,,PMI,MAN
,PMIMXP,,PMI,MXP
,PMINCL,,PMI,NCL
,PMISEN,,PMI,SEN
,PMISTN,,PMI,STN
,PMISXF,,PMI,SXF
,PMOFCO,,PMO,FCO
,PMOLGW,,PMO,LGW
,PMOMXP,,PMO,MXP
,PRGAMS,,PRG,AMS
,PRGBRS,,PRG,BRS
,PRGCDG,,PRG,CDG
,PRGLGW,,PRG,LGW
,PRGLYS,,PRG,LYS
,PRGMXP,,PRG,MXP
,PRGSTN,,PRG,STN
,PRNBSL,,PRN,BSL
,PRNGVA,,PRN,GVA
,PSABRS,,PSA,BRS
,PSALGW,,PSA,LGW
,PSALTN,,PSA,LTN
,PSAORY,,PSA,ORY
,PSASXF,,PSA,SXF
,RAKBSL,,RAK,BSL
,RAKCDG,,RAK,CDG
,RAKGVA,,RAK,GVA
,RAKLGW,,RAK,LGW
,RAKLYS,,RAK,LYS
,RAKMAN,,RAK,MAN
,RAKMXP,,RAK,MXP
,RHOLGW,,RHO,LGW
,RHOLPL,,RHO,LPL
,SAWBSL,,SAW,BSL
,SAWLTN,,SAW,LTN
,SCQGVA,,SCQ,GVA
,SENAGP,,SEN,AGP
,SENALC,,SEN,ALC
,SENAMS,,SEN,AMS
,SENBCN,,SEN,BCN
,SENBFS,,SEN,BFS
,SENFAO,,SEN,FAO
,SENIBZ,,SEN,IBZ
,SENJER,,SEN,JER
,SENPMI,,SEN,PMI
,SKGBSL,,SKG,BSL
,SKGDTM,,SKG,DTM
,SKGLGW,,SKG,LGW
,SKGMXP,,SKG,MXP
,SKGSXF,,SKG,SXF
,SOFLGW,,SOF,LGW
,SOFMAN,,SOF,MAN
,SPUGVA,,SPU,GVA
,SSHGVA,,SSH,GVA
,SSHLGW,,SSH,LGW
,SSHLTN,,SSH,LTN
,SSHMAN,,SSH,MAN
,STNAGP,,STN,AGP
,STNALC,,STN,ALC
,STNAMS,,STN,AMS
,STNBCN,,STN,BCN
,STNBFS,,STN,BFS
,STNBIO,,STN,BIO
,STNBJV,,STN,BJV
,STNCAG,,STN,CAG
,STNCPH,,STN,CPH
,STNDBV,,STN,DBV
,STNDLM,,STN,DLM
,STNEDI,,STN,EDI
,STNGLA,,STN,GLA
,STNIBZ,,STN,IBZ
,STNLJU,,STN,LJU
,STNLYS,,STN,LYS
,STNMUC,,STN,MUC
,STNNAP,,STN,NAP
,STNNCE,,STN,NCE
,STNOVD,,STN,OVD
,STNPMI,,STN,PMI
,STNPRG,,STN,PRG
,STNTLL,,STN,TLL
,SUFMXP,,SUF,MXP
,SVQLGW,,SVQ,LGW
,SXFAGA,,SXF,AGA
,SXFAGP,,SXF,AGP
,SXFAMS,,SXF,AMS
,SXFATH,,SXF,ATH
,SXFBCN,,SXF,BCN
,SXFBRS,,SXF,BRS
,SXFBRU,,SXF,BRU
,SXFBSL,,SXF,BSL
,SXFBUD,,SXF,BUD
,SXFCAG,,SXF,CAG
,SXFCPH,,SXF,CPH
,SXFFCO,,SXF,FCO
,SXFGLA,,SXF,GLA
,SXFGVA,,SXF,GVA
,SXFHER,,SXF,HER
,SXFLGW,,SXF,LGW
,SXFLIS,,SXF,LIS
,SXFLPL,,SXF,LPL
,SXFLTN,,SXF,LTN
,SXFLYS,,SXF,LYS
,SXFMAD,,SXF,MAD
,SXFMAN,,SXF,MAN
,SXFMXP,,SXF,MXP
,SXFNAP,,SXF,NAP
,SXFNCE,,SXF,NCE
,SXFOLB,,SXF,OLB
,SXFORY,,SXF,ORY
,SXFPMI,,SXF,PMI
,SXFPSA,,SXF,PSA
,SXFSKG,,SXF,SKG
,SXFTFS,,SXF,TFS
,SXFVCE,,SXF,VCE
,TFSBRS,,TFS,BRS
,TFSBSL,,TFS,BSL
,TFSEDI,,TFS,EDI
,TFSLGW,,TFS,LGW
,TFSMAN,,TFS,MAN
,TFSSXF,,TFS,SXF
,TLLLPL,,TLL,LPL
,TLLSTN,,TLL,STN
,TLSBRS,,TLS,BRS
,TLSBRU,,TLS,BRU
,TLSBSL,,TLS,BSL
,TLSCDG,,TLS,CDG
,TLSFCO,,TLS,FCO
,TLSGVA,,TLS,GVA
,TLSLGW,,TLS,LGW
,TLSLIL,,TLS,LIL
,TLSLIS,,TLS,LIS
,TLSLYS,,TLS,LYS
,TLSMAD,,TLS,MAD
,TLSMXP,,TLS,MXP
,TLSNCE,,TLS,NCE
,TLSNTE,,TLS,NTE
,TLSOPO,,TLS,OPO
,TLSORY,,TLS,ORY
,TLSVCE,,TLS,VCE
,TLVBSL,,TLV,BSL
,TLVGVA,,TLV,GVA
,TLVLTN,,TLV,LTN
,TNGCDG,,TNG,CDG
,VCEBSL,,VCE,BSL
,VCECDG,,VCE,CDG
,VCEFCO,,VCE,FCO
,VCEGVA,,VCE,GVA
,VCELGW,,VCE,LGW
,VCELIS,,VCE,LIS
,VCELYS,,VCE,LYS
,VCEMAD,,VCE,MAD
,VCENAP,,VCE,NAP
,VCENCE,,VCE,NCE
,VCEORY,,VCE,ORY
,VCESXF,,VCE,SXF
,VCETLS,,VCE,TLS
,VIELGW,,VIE,LGW
,VLCLGW,,VLC,LGW
,VRNCDG,,VRN,CDG
,VRNLGW,,VRN,LGW
,ZAGLGW,,ZAG,LGW
,ZRHLGW,,ZRH,LGW
,ZRHLTN,,ZRH,LTN
,ZTHLGW,,ZTH,LGW
,BODBRU,,BOD,BRU
,LTNVIE,,LTN,VIE
,FCOLTN,,FCO,LTN
,ORYPMO,,ORY,PMO
,AMSHAM,,AMS,HAM
,AMSLIN,,AMS,LIN
,CFUMXP,,CFU,MXP
,MXPLIL,,MXP,LIL
,MXPHAM,,MXP,HAM
,BRUBOD,,BRU,BOD
,CDGSEN,,CDG,SEN
,LINAMS,,LIN,AMS
,LTNMUC,,LTN,MUC
,LISLUX,,LIS,LUX
,VIELTN,,VIE,LTN
,BRSBSL,,BRS,BSL
,OPOFNC,,OPO,FNC
,NCLGVA,,NCL,GVA
,KRKHAM,,KRK,HAM
,ORYHAM,,ORY,HAM
,BDSBSL,,BDS,BSL
,STROPO,,STR,OPO
,BRUBSL,,BRU,BSL
,LISNTE,,LIS,NTE
,LGWTLL,,LGW,TLL
,CTABRS,,CTA,BRS
,FNCMAN,,FNC,MAN
,LTNNAP,,LTN,NAP
,BSLBDS,,BSL,BDS
,SZGHAM,,SZG,HAM
,NAPVIE,,NAP,VIE
,MXPJMK,,MXP,JMK
,LRHLGW,,LRH,LGW
,CTABSL,,CTA,BSL
,NAPCDG,,NAP,CDG
,JMKMXP,,JMK,MXP
,CDGMAN,,CDG,MAN
,MAHMXP,,MAH,MXP
,FCOHAM,,FCO,HAM
,BSLSCQ,,BSL,SCQ
,HAMSZG,,HAM,SZG
,SPUMXP,,SPU,MXP
,AMSNCE,,AMS,NCE
,PRGNAP,,PRG,NAP
,HAMORY,,HAM,ORY
,LTNCPH,,LTN,CPH
,CTASXF,,CTA,SXF
,MPLBSL,,MPL,BSL
,LGWCDG,,LGW,CDG
,MXPLUX,,MXP,LUX
,STREDI,,STR,EDI
,IOMBRS,,IOM,BRS
,LILGVA,,LIL,GVA
,BIQLGW,,BIQ,LGW
,SXFSPU,,SXF,SPU
,VCEAMS,,VCE,AMS
,GVAHAM,,GVA,HAM
,LGWLRH,,LGW,LRH
,MANFNC,,MAN,FNC
,MXPJTR,,MXP,JTR
,CDGLGW,,CDG,LGW
,LGWNTE,,LGW,NTE
,BRSVIE,,BRS,VIE
,BRSIOM,,BRS,IOM
,IBZMXP,,IBZ,MXP
,BSLMPL,,BSL,MPL
,JERLGW,,JER,LGW
,MANSKG,,MAN,SKG
,MUCLTN,,MUC,LTN
,VIEAMS,,VIE,AMS
,AMSTLS,,AMS,TLS
,BSLKRK,,BSL,KRK
,NCEAMS,,NCE,AMS
,CDGLIN,,CDG,LIN
,LUXLIS,,LUX,LIS
,MXPBIO,,MXP,BIO
,OPONTE,,OPO,NTE
,HAMFCO,,HAM,FCO
,LTNIBZ,,LTN,IBZ
,CPHLTN,,CPH,LTN
,AMSNAP,,AMS,NAP
,SKGHAM,,SKG,HAM
,BHXBFS,,BHX,BFS
,LPLMAH,,LPL,MAH
,LTNBSL,,LTN,BSL
,VIEGVA,,VIE,GVA
,EDIVCE,,EDI,VCE
,NAPCTA,,NAP,CTA
,BSLBUD,,BSL,BUD
,NTELIS,,NTE,LIS
,MXPSPU,,MXP,SPU
,LYSLTN,,LYS,LTN
,BRSVCE,,BRS,VCE
,PMOORY,,PMO,ORY
,TLLLGW,,TLL,LGW
,NTELGW,,NTE,LGW
,NAPAMS,,NAP,AMS
,BSLBRS,,BSL,BRS
,BSLBRU,,BSL,BRU
,MXPMAH,,MXP,MAH
,HAMSKG,,HAM,SKG
,KRKBSL,,KRK,BSL
,MXPMAN,,MXP,MAN
,LGWJER,,LGW,JER
,AMSVCE,,AMS,VCE
,PSABSL,,PSA,BSL
,MXPSTR,,MXP,STR
,AMSVIE,,AMS,VIE
,VCEEDI,,VCE,EDI
,LTNVCE,,LTN,VCE
,JERLTN,,JER,LTN
,EDISTR,,EDI,STR
,SPUSXF,,SPU,SXF
,SENCDG,,SEN,CDG
,SCQLGW,,SCQ,LGW
,GVABEG,,GVA,BEG
,SKGMAN,,SKG,MAN
,MANPRG,,MAN,PRG
,LGWSPU,,LGW,SPU
,HAMAMS,,HAM,AMS
,EDICPH,,EDI,CPH
,EFLMAN,,EFL,MAN
,BRSCTA,,BRS,CTA
,MXPIBZ,,MXP,IBZ
,PRGBSL,,PRG,BSL
,BODLIL,,BOD,LIL
,IBZLGW,,IBZ,LGW
,HAMPMI,,HAM,PMI
,ATHHAM,,ATH,HAM
,LTNLYS,,LTN,LYS
,BSLCTA,,BSL,CTA
,HAMGVA,,HAM,GVA
,NAPPRG,,NAP,PRG
,MANAYT,,MAN,AYT
,CTALTN,,CTA,LTN
,GVANCL,,GVA,NCL
,STRLGW,,STR,LGW
,LGWBIQ,,LGW,BIQ
,CDGNAP,,CDG,NAP
,MAHLTN,,MAH,LTN
,LILBOD,,LIL,BOD
,MXPMUC,,MXP,MUC
,HAMATH,,HAM,ATH
,VIENAP,,VIE,NAP
,HAMPSA,,HAM,PSA
,TLSAMS,,TLS,AMS
,BFSBHX,,BFS,BHX
,SXFCTA,,SXF,CTA
,VCEBRS,,VCE,BRS
,LUXLGW,,LUX,LGW
,SZGSXF,,SZG,SXF
,NAPLTN,,NAP,LTN
,LGWSCQ,,LGW,SCQ
,BRUNAP,,BRU,NAP
,MAHSEN,,MAH,SEN
,IBZLTN,,IBZ,LTN
,BODAMS,,BOD,AMS
,JTRMXP,,JTR,MXP
,PRGMAN,,PRG,MAN
,LTNMAH,,LTN,MAH
,AMSSPU,,AMS,SPU
,AMSBOD,,AMS,BOD
,PMIHAM,,PMI,HAM
,LGWLUX,,LGW,LUX
,GVALIL,,GVA,LIL
,HAMEDI,,HAM,EDI
,SXFSZG,,SXF,SZG
,LTNCTA,,LTN,CTA
,CTANAP,,CTA,NAP
,PSAHAM,,PSA,HAM
,LINCDG,,LIN,CDG
,VIEBRS,,VIE,BRS
,STRMXP,,STR,MXP
,HAMKRK,,HAM,KRK
,MXPCFU,,MXP,CFU
,LTNJER,,LTN,JER
,MAHLPL,,MAH,LPL
,BSLLTN,,BSL,LTN
,VCEHAM,,VCE,HAM
,MUCMXP,,MUC,MXP
,BEGGVA,,BEG,GVA
,HAMVCE,,HAM,VCE
,BIOMXP,,BIO,MXP
,SENMAH,,SEN,MAH
,LILMXP,,LIL,MXP
,CPHEDI,,CPH,EDI
,SCQBSL,,SCQ,BSL
,VCELTN,,VCE,LTN
,EDIPRG,,EDI,PRG
,LUXMXP,,LUX,MXP
,EDIHAM,,EDI,HAM
,NTEOPO,,NTE,OPO
,NAPBRU,,NAP,BRU
,SPUAMS,,SPU,AMS
,BUDBSL,,BUD,BSL
,SXFVIE,,SXF,VIE
,MANEFL,,MAN,EFL
,LGWIBZ,,LGW,IBZ
,AYTMAN,,AYT,MAN
,KEFLGW,,KEF,LGW
,GVAVIE,,GVA,VIE
,HAMMXP,,HAM,MXP
,MANCDG,,MAN,CDG
,LGWSTR,,LGW,STR
,SPULGW,,SPU,LGW
,MANMXP,,MAN,MXP
,OPOSTR,,OPO,STR
,VIESXF,,VIE,SXF
,LGWKEF,,LGW,KEF
,PRGEDI,,PRG,EDI
,LTNFCO,,LTN,FCO
,BSLPRG,,BSL,PRG
,FNCOPO,,FNC,OPO
,BSLPSA,,BSL,PSA
,HKTCDG,,HKT,CDG
,CDGHKT,,CDG,HKT
,LTNHKT,,LTN,HKT
,HKTLTN,,HKT,LTN
,GOICDG,,GOI,CDG
,CDGGOI,,CDG,GOI
,LTNGOI,,LTN,GOI
,GOILTN,,GOI,LTN
,MIACDG,,MIA,CDG
,CDGMIA,,CDG,MIA
,LTNMIA,,LTN,MIA
,MIALTN,,MIA,LTN
,NAPCDG,,NAP,CDG
,CDGNAP,,CDG,NAP
,LTNNAP,,LTN,NAP
,NAPLTN,,NAP,LTN
,FLRCDG,,FLR,CDG
,CDGFLR,,CDG,FLR
,LTNFLR,,LTN,FLR
,FLRLTN,,FLR,LTN
,FCOCDG,,FCO,CDG
,CDGFCO,,CDG,FCO
,BKKCDG,,BKK,CDG
,CDGBKK,,CDG,BKK
,LTNBKK,,LTN,BKK
,BKKLTN,,BKK,LTN
,KULCDG,,KUL,CDG
,CDGKUL,,CDG,KUL
,LTNKUL,,LTN,KUL
,KULLTN,,KUL,LTN
,PRGCDG,,PRG,CDG
,CDGPRG,,CDG,PRG
,LTNPRG,,LTN,PRG
,PRGLTN,,PRG,LTN
,KEFCDG,,KEF,CDG
,CDGKEF,,CDG,KEF
,LTNKEF,,LTN,KEF
,KEFLTN,,KEF,LTN
,ICNCDG,,ICN,CDG
,CDGICN,,CDG,ICN
,LTNICN,,LTN,ICN
,ICNLTN,,ICN,LTN
